"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-08-13","Berlin","Germany",10106,34,14,224,9132,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.976046.php"
