"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-03-23","Berlin","Germany",1219,47,22,2,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.910780.php"
