"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-06-17","Berlin","Germany",7474,151,46,210,6778,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.946972.php"
