"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-07-08","Berlin","Germany",8536,87,29,216,7828,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
