"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-07-25","Berlin","Germany",8990,42,20,223,8429,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
