"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-04-17","Berlin","Germany",5091,585,146,52,3641,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.922167.php"
