"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-08-25","Berlin","Germany",10851,42,18,226,9875,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.980464.php"
