"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-06-13","Berlin","Germany",7281,126,42,208,6627,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944542.php"
