"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-06-14","Berlin","Germany",7321,130,42,208,6656,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
