"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-07-02","Berlin","Germany",8344,121,26,214,7515,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.955342.php"
