"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-08-22","Berlin","Germany",10716,44,15,226,9660,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
