"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-06-11","Berlin","Germany",7164,124,42,208,6582,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944016.php"
