"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-08-06","Berlin","Germany",9542,38,16,224,8857,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
