"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-05-27","Berlin","Germany",6702,171,56,195,6175,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.938478.php"
