"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-05-08","Berlin","Germany",6236,467,150,95,5431,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929989.php"
