"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-04-15","Berlin","Germany",4870,599,128,43,3335,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.920364.php"
