"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-06-19","Berlin","Germany",7732,142,45,211,6850,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.948372.php"
