"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-05-07","Berlin","Germany",6203,508,152,94,5364,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
