"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-08-16","Berlin","Germany",10252,35,15,224,9273,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.976884.php"
