"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-06-07","Berlin","Germany",7015,129,42,205,6470,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.941671.php"
