"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-06-21","Berlin","Germany",7832,146,42,211,6886,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.948471.php"
