"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-05-17","Berlin","Germany",6454,229,87,180,5850,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
