"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-05-31","Berlin","Germany",6815,144,41,198,6279,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939489.php"
