"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-05-22","Berlin","Germany",6611,167,59,190,6018,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
