"publication_date","state","country","confirmed","hospital","critical","deaths","recovered","source"
"2020-08-12","Berlin","Germany",9975,36,14,224,9088,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974832.php"
