"publication_date","district","state","country","confirmed","recovered","source"
"2020-07-03","Charlottenburg-Wilmersdorf","Berlin","Germany",852,790,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Friedrichshain-Kreuzberg","Berlin","Germany",688,624,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Lichtenberg","Berlin","Germany",433,372,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Marzahn-Hellersdorf","Berlin","Germany",470,425,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Mitte","Berlin","Germany",1213,1121,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Neukölln","Berlin","Germany",1037,887,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Pankow","Berlin","Germany",785,719,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Reinickendorf","Berlin","Germany",660,588,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Spandau","Berlin","Germany",452,409,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Steglitz-Zehlendorf","Berlin","Germany",593,562,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Tempelhof-Schöneberg","Berlin","Germany",803,737,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
"2020-07-03","Treptow-Köpenick","Berlin","Germany",406,378,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956073.php"
