"publication_date","district","state","country","confirmed","recovered","source"
"2020-04-05","Charlottenburg-Wilmersdorf","Berlin","Germany",462,277,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Friedrichshain-Kreuzberg","Berlin","Germany",352,188,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Lichtenberg","Berlin","Germany",142,72,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Marzahn-Hellersdorf","Berlin","Germany",127,63,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Mitte","Berlin","Germany",537,313,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Neukölln","Berlin","Germany",392,221,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Pankow","Berlin","Germany",378,209,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Reinickendorf","Berlin","Germany",248,123,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Spandau","Berlin","Germany",150,66,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Steglitz-Zehlendorf","Berlin","Germany",312,107,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Tempelhof-Schöneberg","Berlin","Germany",394,189,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
"2020-04-05","Treptow-Köpenick","Berlin","Germany",193,110,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php"
