"publication_date","district","state","country","confirmed","recovered","source"
"2020-04-29","Charlottenburg-Wilmersdorf","Berlin","Germany",672,572,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Friedrichshain-Kreuzberg","Berlin","Germany",460,411,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Lichtenberg","Berlin","Germany",241,177,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Marzahn-Hellersdorf","Berlin","Germany",289,219,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Mitte","Berlin","Germany",861,753,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Neukölln","Berlin","Germany",632,527,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Pankow","Berlin","Germany",600,478,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Reinickendorf","Berlin","Germany",451,359,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Spandau","Berlin","Germany",236,187,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Steglitz-Zehlendorf","Berlin","Germany",485,400,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Tempelhof-Schöneberg","Berlin","Germany",587,499,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
"2020-04-29","Treptow-Köpenick","Berlin","Germany",307,255,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.927214.php"
