"publication_date","district","state","country","confirmed","recovered","source"
"2020-07-08","Charlottenburg-Wilmersdorf","Berlin","Germany",860,805,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Friedrichshain-Kreuzberg","Berlin","Germany",697,642,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Lichtenberg","Berlin","Germany",454,387,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Marzahn-Hellersdorf","Berlin","Germany",480,440,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Mitte","Berlin","Germany",1251,1149,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Neukölln","Berlin","Germany",1049,928,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Pankow","Berlin","Germany",796,732,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Reinickendorf","Berlin","Germany",664,607,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Spandau","Berlin","Germany",459,427,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Steglitz-Zehlendorf","Berlin","Germany",599,571,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Tempelhof-Schöneberg","Berlin","Germany",821,752,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
"2020-07-08","Treptow-Köpenick","Berlin","Germany",406,388,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.958316.php"
