"publication_date","district","state","country","confirmed","recovered","source"
"2020-04-13","Charlottenburg-Wilmersdorf","Berlin","Germany",570,360,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Friedrichshain-Kreuzberg","Berlin","Germany",397,282,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Lichtenberg","Berlin","Germany",177,106,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Marzahn-Hellersdorf","Berlin","Germany",178,86,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Mitte","Berlin","Germany",723,431,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Neukölln","Berlin","Germany",479,319,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Pankow","Berlin","Germany",462,279,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Reinickendorf","Berlin","Germany",366,193,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Spandau","Berlin","Germany",180,102,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Steglitz-Zehlendorf","Berlin","Germany",415,180,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Tempelhof-Schöneberg","Berlin","Germany",480,283,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
"2020-04-13","Treptow-Köpenick","Berlin","Germany",240,157,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.919386.php"
