"publication_date","district","state","country","confirmed","recovered","source"
"2020-07-29","Charlottenburg-Wilmersdorf","Berlin","Germany",911,856,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Friedrichshain-Kreuzberg","Berlin","Germany",740,705,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Lichtenberg","Berlin","Germany",523,471,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Marzahn-Hellersdorf","Berlin","Germany",515,494,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Mitte","Berlin","Germany",1346,1262,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Neukölln","Berlin","Germany",1127,1046,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Pankow","Berlin","Germany",841,775,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Reinickendorf","Berlin","Germany",720,660,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Spandau","Berlin","Germany",500,460,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Steglitz-Zehlendorf","Berlin","Germany",637,598,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Tempelhof-Schöneberg","Berlin","Germany",872,815,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
"2020-07-29","Treptow-Köpenick","Berlin","Germany",417,400,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.967027.php"
