"publication_date","district","state","country","confirmed","recovered","source"
"2020-07-26","Charlottenburg-Wilmersdorf","Berlin","Germany",899,850,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Friedrichshain-Kreuzberg","Berlin","Germany",728,701,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Lichtenberg","Berlin","Germany",512,452,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Marzahn-Hellersdorf","Berlin","Germany",512,491,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Mitte","Berlin","Germany",1323,1243,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Neukölln","Berlin","Germany",1104,1036,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Pankow","Berlin","Germany",826,772,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Reinickendorf","Berlin","Germany",706,655,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Spandau","Berlin","Germany",485,456,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Steglitz-Zehlendorf","Berlin","Germany",632,591,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Tempelhof-Schöneberg","Berlin","Germany",858,805,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
"2020-07-26","Treptow-Köpenick","Berlin","Germany",415,398,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965455.php"
