"publication_date","district","state","country","confirmed","recovered","source"
"2020-05-17","Charlottenburg-Wilmersdorf","Berlin","Germany",726,672,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Friedrichshain-Kreuzberg","Berlin","Germany",497,468,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Lichtenberg","Berlin","Germany",282,232,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Marzahn-Hellersdorf","Berlin","Germany",341,319,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Mitte","Berlin","Germany",933,875,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Neukölln","Berlin","Germany",712,636,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Pankow","Berlin","Germany",660,588,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Reinickendorf","Berlin","Germany",488,446,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Spandau","Berlin","Germany",290,235,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Steglitz-Zehlendorf","Berlin","Germany",526,482,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Tempelhof-Schöneberg","Berlin","Germany",659,590,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
"2020-05-17","Treptow-Köpenick","Berlin","Germany",340,307,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.934244.php"
