"publication_date","district","state","country","confirmed","recovered","source"
"2020-07-05","Charlottenburg-Wilmersdorf","Berlin","Germany",856,798,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Friedrichshain-Kreuzberg","Berlin","Germany",692,631,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Lichtenberg","Berlin","Germany",439,373,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Marzahn-Hellersdorf","Berlin","Germany",472,436,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Mitte","Berlin","Germany",1234,1127,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Neukölln","Berlin","Germany",1040,892,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Pankow","Berlin","Germany",787,721,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Reinickendorf","Berlin","Germany",662,593,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Spandau","Berlin","Germany",454,411,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Steglitz-Zehlendorf","Berlin","Germany",594,565,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Tempelhof-Schöneberg","Berlin","Germany",814,744,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
"2020-07-05","Treptow-Köpenick","Berlin","Germany",406,379,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.956101.php"
