"publication_date","district","state","country","confirmed","recovered","source"
"2020-08-10","Charlottenburg-Wilmersdorf","Berlin","Germany",976,887,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Friedrichshain-Kreuzberg","Berlin","Germany",803,740,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Lichtenberg","Berlin","Germany",549,504,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Marzahn-Hellersdorf","Berlin","Germany",545,513,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Mitte","Berlin","Germany",1465,1344,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Neukölln","Berlin","Germany",1213,1101,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Pankow","Berlin","Germany",876,806,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Reinickendorf","Berlin","Germany",754,704,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Spandau","Berlin","Germany",545,502,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Steglitz-Zehlendorf","Berlin","Germany",659,628,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Tempelhof-Schöneberg","Berlin","Germany",913,845,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
"2020-08-10","Treptow-Köpenick","Berlin","Germany",441,410,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.973466.php"
