"publication_date","district","state","country","confirmed","recovered","source"
"2020-07-27","Charlottenburg-Wilmersdorf","Berlin","Germany",899,853,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Friedrichshain-Kreuzberg","Berlin","Germany",730,704,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Lichtenberg","Berlin","Germany",513,462,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Marzahn-Hellersdorf","Berlin","Germany",513,491,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Mitte","Berlin","Germany",1323,1250,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Neukölln","Berlin","Germany",1104,1037,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Pankow","Berlin","Germany",835,772,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Reinickendorf","Berlin","Germany",708,656,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Spandau","Berlin","Germany",485,456,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Steglitz-Zehlendorf","Berlin","Germany",632,596,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Tempelhof-Schöneberg","Berlin","Germany",862,807,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
"2020-07-27","Treptow-Köpenick","Berlin","Germany",415,398,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965991.php"
