"publication_date","district","state","country","confirmed","recovered","source"
"2020-03-07","Charlottenburg-Wilmersdorf","Berlin","Germany",3,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Friedrichshain-Kreuzberg","Berlin","Germany",4,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Lichtenberg","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Marzahn-Hellersdorf","Berlin","Germany",1,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Mitte","Berlin","Germany",7,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Neukölln","Berlin","Germany",2,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Pankow","Berlin","Germany",4,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Reinickendorf","Berlin","Germany",3,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Spandau","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Steglitz-Zehlendorf","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Tempelhof-Schöneberg","Berlin","Germany",4,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
"2020-03-07","Treptow-Köpenick","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.904142.php"
