"publication_date","district","state","country","confirmed","recovered","source"
"2020-07-13","Charlottenburg-Wilmersdorf","Berlin","Germany",866,819,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Friedrichshain-Kreuzberg","Berlin","Germany",705,660,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Lichtenberg","Berlin","Germany",475,400,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Marzahn-Hellersdorf","Berlin","Germany",494,453,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Mitte","Berlin","Germany",1273,1180,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Neukölln","Berlin","Germany",1064,972,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Pankow","Berlin","Germany",803,743,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Reinickendorf","Berlin","Germany",672,625,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Spandau","Berlin","Germany",465,443,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Steglitz-Zehlendorf","Berlin","Germany",604,577,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Tempelhof-Schöneberg","Berlin","Germany",826,770,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
"2020-07-13","Treptow-Köpenick","Berlin","Germany",408,394,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.959993.php"
