"publication_date","district","state","country","confirmed","recovered","source"
"2020-08-28","Charlottenburg-Wilmersdorf","Berlin","Germany",1087,995,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Friedrichshain-Kreuzberg","Berlin","Germany",970,878,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Lichtenberg","Berlin","Germany",646,566,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Marzahn-Hellersdorf","Berlin","Germany",579,550,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Mitte","Berlin","Germany",1724,1578,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Neukölln","Berlin","Germany",1410,1257,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Pankow","Berlin","Germany",974,887,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Reinickendorf","Berlin","Germany",857,793,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Spandau","Berlin","Germany",622,567,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Steglitz-Zehlendorf","Berlin","Germany",745,668,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Tempelhof-Schöneberg","Berlin","Germany",1028,935,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
"2020-08-28","Treptow-Köpenick","Berlin","Germany",482,455,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982625.php"
