"publication_date","district","state","country","confirmed","recovered","source"
"2020-06-14","Charlottenburg-Wilmersdorf","Berlin","Germany",778,730,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Friedrichshain-Kreuzberg","Berlin","Germany",572,534,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Lichtenberg","Berlin","Germany",367,313,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Marzahn-Hellersdorf","Berlin","Germany",396,370,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Mitte","Berlin","Germany",1037,981,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Neukölln","Berlin","Germany",857,719,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Pankow","Berlin","Germany",734,673,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Reinickendorf","Berlin","Germany",561,497,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Spandau","Berlin","Germany",370,301,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Steglitz-Zehlendorf","Berlin","Germany",567,532,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Tempelhof-Schöneberg","Berlin","Germany",720,663,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
"2020-06-14","Treptow-Köpenick","Berlin","Germany",362,343,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.944569.php"
