"publication_date","district","state","country","confirmed","recovered","source"
"2020-07-23","Charlottenburg-Wilmersdorf","Berlin","Germany",890,844,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Friedrichshain-Kreuzberg","Berlin","Germany",718,694,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Lichtenberg","Berlin","Germany",503,446,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Marzahn-Hellersdorf","Berlin","Germany",507,488,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Mitte","Berlin","Germany",1308,1231,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Neukölln","Berlin","Germany",1092,1027,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Pankow","Berlin","Germany",817,767,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Reinickendorf","Berlin","Germany",698,649,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Spandau","Berlin","Germany",474,455,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Steglitz-Zehlendorf","Berlin","Germany",627,587,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Tempelhof-Schöneberg","Berlin","Germany",846,802,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
"2020-07-23","Treptow-Köpenick","Berlin","Germany",413,396,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.964911.php"
