"publication_date","district","state","country","confirmed","recovered","source"
"2020-05-10","Charlottenburg-Wilmersdorf","Berlin","Germany",708,638,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Friedrichshain-Kreuzberg","Berlin","Germany",484,447,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Lichtenberg","Berlin","Germany",273,217,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Marzahn-Hellersdorf","Berlin","Germany",332,295,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Mitte","Berlin","Germany",912,828,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Neukölln","Berlin","Germany",681,601,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Pankow","Berlin","Germany",646,558,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Reinickendorf","Berlin","Germany",480,413,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Spandau","Berlin","Germany",261,223,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Steglitz-Zehlendorf","Berlin","Germany",515,450,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Tempelhof-Schöneberg","Berlin","Germany",643,554,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
"2020-05-10","Treptow-Köpenick","Berlin","Germany",332,294,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.930050.php"
