"publication_date","district","state","country","confirmed","recovered","source"
"2020-08-22","Charlottenburg-Wilmersdorf","Berlin","Germany",1057,956,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Friedrichshain-Kreuzberg","Berlin","Germany",929,813,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Lichtenberg","Berlin","Germany",611,547,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Marzahn-Hellersdorf","Berlin","Germany",573,542,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Mitte","Berlin","Germany",1656,1482,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Neukölln","Berlin","Germany",1348,1192,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Pankow","Berlin","Germany",933,851,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Reinickendorf","Berlin","Germany",837,744,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Spandau","Berlin","Germany",592,548,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Steglitz-Zehlendorf","Berlin","Germany",714,648,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Tempelhof-Schöneberg","Berlin","Germany",992,894,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
"2020-08-22","Treptow-Köpenick","Berlin","Germany",474,443,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.979376.php"
