"publication_date","district","state","country","confirmed","recovered","source"
"2020-03-30","Charlottenburg-Wilmersdorf","Berlin","Germany",302,116,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Friedrichshain-Kreuzberg","Berlin","Germany",270,106,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Lichtenberg","Berlin","Germany",109,26,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Marzahn-Hellersdorf","Berlin","Germany",82,36,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Mitte","Berlin","Germany",410,186,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Neukölln","Berlin","Germany",265,128,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Pankow","Berlin","Germany",263,116,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Reinickendorf","Berlin","Germany",172,81,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Spandau","Berlin","Germany",97,42,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Steglitz-Zehlendorf","Berlin","Germany",206,52,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Tempelhof-Schöneberg","Berlin","Germany",257,107,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
"2020-03-30","Treptow-Köpenick","Berlin","Germany",148,59,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.913701.php"
