"publication_date","district","state","country","confirmed","recovered","source"
"2020-07-25","Charlottenburg-Wilmersdorf","Berlin","Germany",899,850,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Friedrichshain-Kreuzberg","Berlin","Germany",726,700,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Lichtenberg","Berlin","Germany",512,450,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Marzahn-Hellersdorf","Berlin","Germany",512,490,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Mitte","Berlin","Germany",1321,1241,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Neukölln","Berlin","Germany",1104,1030,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Pankow","Berlin","Germany",826,772,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Reinickendorf","Berlin","Germany",706,652,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Spandau","Berlin","Germany",482,456,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Steglitz-Zehlendorf","Berlin","Germany",630,588,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Tempelhof-Schöneberg","Berlin","Germany",857,803,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
"2020-07-25","Treptow-Köpenick","Berlin","Germany",415,397,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.965416.php"
