"publication_date","district","state","country","confirmed","recovered","source"
"2020-08-30","Charlottenburg-Wilmersdorf","Berlin","Germany",1094,1006,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Friedrichshain-Kreuzberg","Berlin","Germany",987,890,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Lichtenberg","Berlin","Germany",648,569,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Marzahn-Hellersdorf","Berlin","Germany",585,550,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Mitte","Berlin","Germany",1730,1599,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Neukölln","Berlin","Germany",1410,1268,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Pankow","Berlin","Germany",974,890,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Reinickendorf","Berlin","Germany",865,796,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Spandau","Berlin","Germany",628,570,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Steglitz-Zehlendorf","Berlin","Germany",749,681,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Tempelhof-Schöneberg","Berlin","Germany",1036,944,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
"2020-08-30","Treptow-Köpenick","Berlin","Germany",482,457,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982684.php"
