"publication_date","district","state","country","confirmed","recovered","source"
"2020-05-07","Charlottenburg-Wilmersdorf","Berlin","Germany",703,629,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Friedrichshain-Kreuzberg","Berlin","Germany",481,439,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Lichtenberg","Berlin","Germany",270,198,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Marzahn-Hellersdorf","Berlin","Germany",329,273,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Mitte","Berlin","Germany",905,815,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Neukölln","Berlin","Germany",673,582,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Pankow","Berlin","Germany",640,541,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Reinickendorf","Berlin","Germany",476,407,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Spandau","Berlin","Germany",252,220,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Steglitz-Zehlendorf","Berlin","Germany",514,440,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Tempelhof-Schöneberg","Berlin","Germany",631,536,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
"2020-05-07","Treptow-Köpenick","Berlin","Germany",329,284,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.929932.php"
