"publication_date","district","state","country","confirmed","recovered","source"
"2020-05-14","Charlottenburg-Wilmersdorf","Berlin","Germany",720,658,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Friedrichshain-Kreuzberg","Berlin","Germany",489,460,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Lichtenberg","Berlin","Germany",279,227,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Marzahn-Hellersdorf","Berlin","Germany",335,308,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Mitte","Berlin","Germany",929,864,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Neukölln","Berlin","Germany",708,620,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Pankow","Berlin","Germany",657,578,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Reinickendorf","Berlin","Germany",487,435,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Spandau","Berlin","Germany",273,229,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Steglitz-Zehlendorf","Berlin","Germany",522,473,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Tempelhof-Schöneberg","Berlin","Germany",655,580,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
"2020-05-14","Treptow-Köpenick","Berlin","Germany",339,305,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.932611.php"
