"publication_date","district","state","country","confirmed","recovered","source"
"2020-08-29","Charlottenburg-Wilmersdorf","Berlin","Germany",1094,1003,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Friedrichshain-Kreuzberg","Berlin","Germany",986,887,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Lichtenberg","Berlin","Germany",648,569,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Marzahn-Hellersdorf","Berlin","Germany",582,550,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Mitte","Berlin","Germany",1730,1586,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Neukölln","Berlin","Germany",1410,1263,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Pankow","Berlin","Germany",974,888,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Reinickendorf","Berlin","Germany",864,795,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Spandau","Berlin","Germany",628,570,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Steglitz-Zehlendorf","Berlin","Germany",749,675,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Tempelhof-Schöneberg","Berlin","Germany",1035,943,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
"2020-08-29","Treptow-Köpenick","Berlin","Germany",482,456,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.982663.php"
