"publication_date","district","state","country","confirmed","recovered","source"
"2020-05-22","Charlottenburg-Wilmersdorf","Berlin","Germany",738,685,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Friedrichshain-Kreuzberg","Berlin","Germany",517,477,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Lichtenberg","Berlin","Germany",286,239,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Marzahn-Hellersdorf","Berlin","Germany",352,327,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Mitte","Berlin","Germany",953,901,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Neukölln","Berlin","Germany",731,661,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Pankow","Berlin","Germany",697,600,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Reinickendorf","Berlin","Germany",495,453,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Spandau","Berlin","Germany",298,252,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Steglitz-Zehlendorf","Berlin","Germany",536,495,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Tempelhof-Schöneberg","Berlin","Germany",664,604,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
"2020-05-22","Treptow-Köpenick","Berlin","Germany",344,324,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.936929.php"
