"publication_date","district","state","country","confirmed","recovered","source"
"2020-08-09","Charlottenburg-Wilmersdorf","Berlin","Germany",969,884,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Friedrichshain-Kreuzberg","Berlin","Germany",803,737,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Lichtenberg","Berlin","Germany",549,503,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Marzahn-Hellersdorf","Berlin","Germany",541,511,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Mitte","Berlin","Germany",1456,1331,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Neukölln","Berlin","Germany",1194,1092,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Pankow","Berlin","Germany",875,804,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Reinickendorf","Berlin","Germany",753,702,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Spandau","Berlin","Germany",545,495,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Steglitz-Zehlendorf","Berlin","Germany",659,626,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Tempelhof-Schöneberg","Berlin","Germany",912,842,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
"2020-08-09","Treptow-Köpenick","Berlin","Germany",441,409,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972993.php"
