"publication_date","district","state","country","confirmed","recovered","source"
"2020-03-12","Charlottenburg-Wilmersdorf","Berlin","Germany",23,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Friedrichshain-Kreuzberg","Berlin","Germany",14,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Lichtenberg","Berlin","Germany",6,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Marzahn-Hellersdorf","Berlin","Germany",3,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Mitte","Berlin","Germany",18,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Neukölln","Berlin","Germany",7,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Pankow","Berlin","Germany",13,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Reinickendorf","Berlin","Germany",3,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Spandau","Berlin","Germany",6,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Steglitz-Zehlendorf","Berlin","Germany",14,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Tempelhof-Schöneberg","Berlin","Germany",8,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
"2020-03-12","Treptow-Köpenick","Berlin","Germany",3,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.905946.php"
