"publication_date","district","state","country","confirmed","recovered","source"
"2020-06-03","Charlottenburg-Wilmersdorf","Berlin","Germany",750,715,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Friedrichshain-Kreuzberg","Berlin","Germany",544,507,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Lichtenberg","Berlin","Germany",335,277,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Marzahn-Hellersdorf","Berlin","Germany",375,345,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Mitte","Berlin","Germany",994,942,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Neukölln","Berlin","Germany",759,699,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Pankow","Berlin","Germany",710,654,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Reinickendorf","Berlin","Germany",522,473,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Spandau","Berlin","Germany",318,286,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Steglitz-Zehlendorf","Berlin","Germany",553,525,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Tempelhof-Schöneberg","Berlin","Germany",687,630,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
"2020-06-03","Treptow-Köpenick","Berlin","Germany",353,335,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.940564.php"
