"publication_date","district","state","country","confirmed","recovered","source"
"2020-04-27","Charlottenburg-Wilmersdorf","Berlin","Germany",661,549,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Friedrichshain-Kreuzberg","Berlin","Germany",453,402,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Lichtenberg","Berlin","Germany",219,171,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Marzahn-Hellersdorf","Berlin","Germany",276,205,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Mitte","Berlin","Germany",847,720,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Neukölln","Berlin","Germany",612,511,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Pankow","Berlin","Germany",594,458,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Reinickendorf","Berlin","Germany",444,340,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Spandau","Berlin","Germany",231,179,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Steglitz-Zehlendorf","Berlin","Germany",463,394,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Tempelhof-Schöneberg","Berlin","Germany",578,481,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
"2020-04-27","Treptow-Köpenick","Berlin","Germany",299,242,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.926136.php"
