"publication_date","district","state","country","confirmed","recovered","source"
"2020-05-30","Charlottenburg-Wilmersdorf","Berlin","Germany",747,703,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Friedrichshain-Kreuzberg","Berlin","Germany",526,489,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Lichtenberg","Berlin","Germany",320,272,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Marzahn-Hellersdorf","Berlin","Germany",369,336,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Mitte","Berlin","Germany",978,927,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Neukölln","Berlin","Germany",759,691,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Pankow","Berlin","Germany",705,626,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Reinickendorf","Berlin","Germany",511,467,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Spandau","Berlin","Germany",305,279,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Steglitz-Zehlendorf","Berlin","Germany",548,515,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Tempelhof-Schöneberg","Berlin","Germany",678,624,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
"2020-05-30","Treptow-Köpenick","Berlin","Germany",353,330,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.939446.php"
