"publication_date","district","state","country","confirmed","recovered","source"
"2020-03-02","Charlottenburg-Wilmersdorf","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Friedrichshain-Kreuzberg","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Lichtenberg","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Marzahn-Hellersdorf","Berlin","Germany",1,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Mitte","Berlin","Germany",2,"","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Neukölln","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Pankow","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Reinickendorf","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Spandau","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Steglitz-Zehlendorf","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Tempelhof-Schöneberg","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
"2020-03-02","Treptow-Köpenick","Berlin","Germany","","","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.901873.php"
