"publication_date","district","state","country","confirmed","recovered","source"
"2020-04-08","Charlottenburg-Wilmersdorf","Berlin","Germany",535,323,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Friedrichshain-Kreuzberg","Berlin","Germany",366,217,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Lichtenberg","Berlin","Germany",158,89,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Marzahn-Hellersdorf","Berlin","Germany",148,70,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Mitte","Berlin","Germany",617,366,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Neukölln","Berlin","Germany",444,269,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Pankow","Berlin","Germany",419,254,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Reinickendorf","Berlin","Germany",325,157,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Spandau","Berlin","Germany",172,82,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Steglitz-Zehlendorf","Berlin","Germany",366,145,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Tempelhof-Schöneberg","Berlin","Germany",440,242,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
"2020-04-08","Treptow-Köpenick","Berlin","Germany",222,127,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.918433.php"
