"publication_date","district","state","country","confirmed","recovered","source"
"2020-08-06","Charlottenburg-Wilmersdorf","Berlin","Germany",964,880,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Friedrichshain-Kreuzberg","Berlin","Germany",781,727,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Lichtenberg","Berlin","Germany",541,499,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Marzahn-Hellersdorf","Berlin","Germany",535,509,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Mitte","Berlin","Germany",1416,1322,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Neukölln","Berlin","Germany",1174,1078,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Pankow","Berlin","Germany",864,795,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Reinickendorf","Berlin","Germany",743,698,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Spandau","Berlin","Germany",535,487,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Steglitz-Zehlendorf","Berlin","Germany",654,619,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Tempelhof-Schöneberg","Berlin","Germany",902,837,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
"2020-08-06","Treptow-Köpenick","Berlin","Germany",433,406,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.972060.php"
