"publication_date","district","state","country","confirmed","recovered","source"
"2020-08-11","Charlottenburg-Wilmersdorf","Berlin","Germany",984,897,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Friedrichshain-Kreuzberg","Berlin","Germany",818,749,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Lichtenberg","Berlin","Germany",567,510,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Marzahn-Hellersdorf","Berlin","Germany",546,513,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Mitte","Berlin","Germany",1491,1350,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Neukölln","Berlin","Germany",1213,1105,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Pankow","Berlin","Germany",883,812,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Reinickendorf","Berlin","Germany",772,705,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Spandau","Berlin","Germany",550,507,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Steglitz-Zehlendorf","Berlin","Germany",660,629,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Tempelhof-Schöneberg","Berlin","Germany",923,847,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
"2020-08-11","Treptow-Köpenick","Berlin","Germany",443,411,"https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.974280.php"
